"# Program:featureCounts v2.0.1; Command:""featureCounts"" ""-p"" ""-B"" ""-s"" ""2"" ""-t"" ""gene"" ""-g"" ""locus_tag"" ""-a"" ""00_genome/genomic.gff"" ""-o"" ""HCA_featureCounts_2021.txt"" ""bams/aAWT_B_noglu_24_S19_SP_sorted.bam"" ""bams/aBWT_C_noglu_24_S20_SP_sorted.bam"" ""bams/aCWT_D_noglu_24_S21_SP_sorted.bam"" ""bams/aFTrmB_C_noglu_24_S48_S1_sorted.bam"" ""bams/aGTrmB_D_noglu_24_S42_S1_sorted.bam"" ""bams/HCA_ref_RNA_S7_S1_sorted.bam"" ""bams/JTrmB_A_glu_48_S45_S1_sorted.bam"" ""bams/LTrmB_C_glu_48_S8_S1_sorted.bam"" ""bams/NTrmB_A_noglu_48_S9_S1_sorted.bam"" ""bams/OTrmB_B_noglu_48_S24_S1_sorted.bam"" ""bams/QTrmB_D_noglu_48_S10_S1_sorted.bam"" ""bams/RWT_A_glu_24_S41_S1_sorted.bam"" ""bams/SWT_B_glu_24_S16_SP_sorted.bam"" ""bams/TWT_C_glu_24_S17_SP_sorted.bam"" ""bams/UWT_D_glu_24_S46_S1_sorted.bam"" ""bams/VTrmB_A_glu_24_S25_S1_sorted.bam"" ""bams/WTrmB_B_glu_24_S11_S1_sorted.bam"" ""bams/XTrmB_C_glu_24_S26_S1_sorted.bam"" ""bams/YTrmB_D_glu_24_S18_SP_sorted.bam"" ""bams/ZWT_A_noglu_24_S47_S1_sorted.bam"" "																									
Geneid	Chr	Start	End	Strand	Length	bams/aAWT_B_noglu_24_S19_SP_sorted.bam	bams/aBWT_C_noglu_24_S20_SP_sorted.bam	bams/aCWT_D_noglu_24_S21_SP_sorted.bam	bams/aFTrmB_C_noglu_24_S48_S1_sorted.bam	bams/HCA_ref_RNA_S7_S1_sorted.bam	bams/aGTrmB_D_noglu_24_S42_S1_sorted.bam	bams/JTrmB_A_glu_48_S45_S1_sorted.bam	bams/LTrmB_C_glu_48_S8_S1_sorted.bam	bams/NTrmB_A_noglu_48_S9_S1_sorted.bam	bams/OTrmB_B_noglu_48_S24_S1_sorted.bam	bams/QTrmB_D_noglu_48_S10_S1_sorted.bam	bams/RWT_A_glu_24_S41_S1_sorted.bam	bams/SWT_B_glu_24_S16_SP_sorted.bam	bams/TWT_C_glu_24_S17_SP_sorted.bam	bams/UWT_D_glu_24_S46_S1_sorted.bam	bams/VTrmB_A_glu_24_S25_S1_sorted.bam	bams/WTrmB_B_glu_24_S11_S1_sorted.bam	bams/XTrmB_C_glu_24_S26_S1_sorted.bam	bams/YTrmB_D_glu_24_S18_SP_sorted.bam	bams/ZWT_A_noglu_24_S47_S1_sorted.bam
HAH_RS05380	NC_015948.1	1047021	1047668	-	648	2529	5340	4443	3891	5609	4050	4200	3516	3962	5083	2021	3179	4074	3477	2673	4253	3850	3440	5146	4778
HAH_RS05385	NC_015948.1	1047767	1048372	+	606	1125	2242	1797	1826	2069	1705	2212	1853	2503	3236	1160	1610	1596	1443	1307	1802	1767	1516	2264	2184
HAH_RS05390	NC_015948.1	1048374	1048904	-	531	6714	13619	12818	13589	11482	12469	18814	14894	8990	14513	5038	11712	12321	10576	9485	16139	12761	11983	17009	12074
HAH_RS05395	NC_015948.1	1048972	1050213	-	1242	8111	22582	15388	4147	8273	2598	23983	7452	5422	9104	1924	12169	9459	9882	10027	18522	8917	9107	15275	26216
HAH_RS05400	NC_015948.1	1050377	1050985	-	609	702	1463	1544	1252	2054	1180	572	658	1190	1220	560	699	874	837	739	963	839	708	1039	1589
HAH_RS05405	NC_015948.1	1050982	1051488	-	507	1029	2032	2142	2569	2201	2651	882	894	2657	2352	1107	920	968	1068	1037	1092	1046	970	1371	2307
HAH_RS05410	NC_015948.1	1051485	1052567	-	1083	2373	4537	5141	6474	5568	6422	2670	2836	6632	5798	2924	2281	2726	2460	2277	2523	2735	2420	3209	5105
HAH_RS05415	NC_015948.1	1052823	1053521	+	699	565	1139	884	422	732	421	933	722	682	644	240	539	599	524	381	554	627	533	716	970
HAH_RS05420	NC_015948.1	1053570	1054022	+	453	479	1019	1388	661	1504	621	816	674	631	1033	357	755	882	1004	1009	947	837	795	1125	1268
HAH_RS05425	NC_015948.1	1054107	1054685	+	579	812	1557	1420	1045	984	763	1352	1592	979	1185	496	724	941	787	751	744	994	937	1222	1802
HAH_RS05430	NC_015948.1	1054682	1056313	-	1632	3650	7916	1114	723	3690	576	6307	6836	2739	992	321	4563	5541	6002	5702	5146	4923	4781	5980	1097
HAH_RS19450	NC_015948.1	1056561	1056926	+	366	15	8	4	4	18	1	13	19	0	8	0	17	15	21	24	19	12	13	15	3
HAH_RS05435	NC_015948.1	1056895	1056968	-	74	57	95	152	207	289	95	254	353	48	221	32	98	154	130	170	161	132	129	176	164
HAH_RS05440	NC_015948.1	1057046	1057285	-	240	3814	7981	6572	23252	9291	17415	13862	10908	14636	30175	8202	6945	7804	8268	11692	9724	8041	8235	10591	8571
HAH_RS05445	NC_015948.1	1057925	1058170	+	246	531	1355	1072	607	944	460	1591	943	589	996	214	1083	1046	887	709	1681	999	1087	1442	1316
HAH_RS05450	NC_015948.1	1058227	1058694	+	468	1465	3066	3569	3210	5206	2859	3254	2688	2277	3734	1400	3287	3511	4153	4692	4018	3621	3195	4631	3234
HAH_RS05455	NC_015948.1	1058741	1059553	+	813	922	1637	1748	1250	3064	1115	2627	2003	1016	1353	563	1947	2123	2084	1913	1914	2331	1913	2765	1746
HAH_RS05460	NC_015948.1	1059601	1060014	+	414	249	415	334	469	271	392	1398	805	239	604	165	434	460	246	206	594	448	382	695	409
HAH_RS05470	NC_015948.1	1060617	1061876	+	1260	1560	3587	3066	2479	1702	2490	2351	1668	2169	2309	1077	2285	2335	1907	1601	3060	2253	2163	3238	2706
HAH_RS05475	NC_015948.1	1061878	1062801	-	924	1114	2066	2171	2063	3644	1954	1787	1555	1536	1850	810	1434	1700	1454	1274	1776	1708	1482	2077	2044
HAH_RS05480	NC_015948.1	1062808	1063617	-	810	2127	4296	4311	5257	5827	5148	4049	3265	3845	5374	2169	2645	3264	2706	2557	3328	3002	2862	3961	4079
HAH_RS05485	NC_015948.1	1063654	1065138	-	1485	1907	3816	4085	2963	6189	2946	1871	2249	3785	3232	1509	2013	2502	2669	2687	2164	2357	2111	2809	4129
HAH_RS05490	NC_015948.1	1065135	1065869	-	735	1247	2362	2481	2445	3564	2481	1261	1543	3473	3310	1427	1164	1563	1429	1441	1462	1455	1389	1705	2672
HAH_RS05495	NC_015948.1	1066033	1066806	+	774	10323	21676	14053	11429	6938	8701	20981	13439	10861	10121	4933	15827	15942	10718	6973	19430	18030	14744	23291	17385
HAH_RS05500	NC_015948.1	1066848	1067672	-	825	2201	5095	3344	2913	1730	1549	9089	7607	4313	5365	2270	2491	2607	1707	1570	2063	2451	2282	3424	4111
HAH_RS05505	NC_015948.1	1067992	1068354	+	363	841	1938	1618	1339	1328	863	4310	3766	1188	2130	747	1389	1555	1275	1162	1442	1375	1319	1999	2030
HAH_RS05510	NC_015948.1	1068351	1068653	+	303	311	634	511	439	493	262	1829	1643	351	747	224	554	580	434	364	549	566	501	802	733
HAH_RS05515	NC_015948.1	1068675	1069232	-	558	5875	13207	15705	8742	14896	8384	20729	25016	5914	8275	2755	15510	17938	21268	33236	19421	16638	17982	21913	14628
HAH_RS05520	NC_015948.1	1069403	1070929	+	1527	948	2090	1664	3588	1120	3466	2164	1781	2935	3396	1495	1146	1338	1179	1272	1276	1365	1212	1750	1933
HAH_RS05525	NC_015948.1	1070960	1072714	-	1755	1978	4282	3825	5528	2688	5278	3090	2807	5504	5237	2331	2263	2534	2289	2282	2687	2577	2329	3185	4012
HAH_RS05530	NC_015948.1	1072767	1075403	-	2637	1058	2160	1984	2676	1508	2348	2827	2604	2320	3269	1177	1474	2119	2015	1652	1911	1779	1744	2284	1905
HAH_RS05535	NC_015948.1	1075533	1076123	-	591	685	871	901	527	1715	396	1400	970	411	630	237	1100	1222	1157	660	1531	1274	1096	1609	1063
HAH_RS05540	NC_015948.1	1076278	1077363	+	1086	69355	10070	1386	7924	124573	10675	136288	113204	7622	9177	4143	93342	103794	74333	1981	77949	118348	95009	148988	20034
HAH_RS05545	NC_015948.1	1077372	1078169	+	798	45503	6693	1296	7268	90870	8497	81420	73792	5270	8316	3331	60802	72574	47920	1517	64173	82833	63003	98388	12847
HAH_RS05550	NC_015948.1	1078166	1079140	+	975	39656	5391	765	4726	84056	6719	74491	64327	3793	5487	2620	56113	65460	44727	1047	46010	73779	56011	89244	10175
HAH_RS05555	NC_015948.1	1079216	1079614	-	399	430	1464	1389	1253	1040	1057	1322	1194	1163	1645	592	750	738	667	1025	859	770	687	964	1357
HAH_RS05560	NC_015948.1	1079684	1080391	-	708	2549	3675	1877	2037	5188	2258	5093	5927	4037	4937	1948	3474	4154	3567	2262	3798	4554	3800	5180	4327
HAH_RS05565	NC_015948.1	1080388	1081080	-	693	3389	5271	3029	2826	6782	2726	8418	8857	5354	6545	2601	5057	5704	4924	3366	5486	6247	5417	7084	5756
HAH_RS19895	NC_015948.1	1081163	1081312	-	150	691	1708	1445	1112	1472	810	3029	1780	621	1619	348	1398	1658	1469	1280	2590	1426	1331	2057	1954
HAH_RS05570	NC_015948.1	1081442	1081690	-	249	1589	3635	3413	2883	3881	2475	5216	3595	2229	3184	1239	3479	3322	2986	3106	3734	3966	3153	4395	3684
HAH_RS19685	NC_015948.1	1081861	1082031	-	171	368	713	530	322	376	154	3341	2005	159	391	92	1021	1163	1043	746	1441	1104	981	1570	737
HAH_RS05575	NC_015948.1	1082034	1082258	-	225	599	1135	914	638	977	392	4087	2376	468	702	252	1536	1489	1445	1254	2015	1676	1423	2198	1387
HAH_RS05580	NC_015948.1	1082486	1083076	-	591	6481	13869	6514	1571	2136	1056	39108	16610	1783	1699	892	13307	14830	6149	3387	18485	13606	11872	21510	7835
HAH_RS05585	NC_015948.1	1083143	1083937	-	795	525	1068	1056	1482	1412	1211	1652	1371	1021	1597	579	899	1126	1021	1011	1265	1052	997	1352	1139
HAH_RS05590	NC_015948.1	1083974	1085299	-	1326	6760	13109	10605	10293	12008	10354	9299	7757	11541	10332	4704	7633	7570	6814	5912	8025	8499	7447	9982	11569
HAH_RS05595	NC_015948.1	1085440	1086114	-	675	1747	4042	3613	3236	2497	3047	4068	2865	2272	2985	1074	2446	3098	2423	1831	3558	2829	2505	3800	3681
HAH_RS05600	NC_015948.1	1086136	1086840	-	705	2075	4602	3917	3538	4480	3756	5540	4546	3002	3995	1644	3335	3783	3157	2447	4018	3517	3207	4705	4127
HAH_RS05605	NC_015948.1	1086960	1087460	+	501	801	1715	1148	1027	963	1077	2011	1507	831	1165	447	1229	1311	956	833	1779	1515	1342	1993	1384
HAH_RS05610	NC_015948.1	1087468	1087761	-	294	209	512	385	107	232	120	706	405	79	103	44	446	479	372	271	566	452	477	628	419
HAH_RS05615	NC_015948.1	1087819	1088796	-	978	1135	2526	1766	1040	1149	988	2699	1677	880	987	420	2142	2266	1686	1200	2598	2423	2123	3097	1969
HAH_RS05620	NC_015948.1	1088867	1089754	-	888	264	601	514	254	487	206	244	211	250	201	94	235	253	241	181	342	282	227	348	691
HAH_RS05625	NC_015948.1	1089858	1090271	+	414	44	100	95	41	101	32	114	68	44	59	11	86	87	78	74	121	77	74	107	100
HAH_RS05630	NC_015948.1	1090295	1091383	-	1089	605	1325	1081	801	1479	817	584	469	1326	717	419	620	681	625	447	703	766	601	830	1132
HAH_RS05635	NC_015948.1	1091376	1093250	-	1875	1015	2242	1678	1745	2193	1754	934	907	2537	1524	873	973	1115	958	704	1048	1193	955	1420	1863
HAH_RS05640	NC_015948.1	1093251	1094153	-	903	633	1241	1078	1057	1716	899	1115	957	1462	1182	545	728	755	786	654	823	887	727	1097	1294
HAH_RS05645	NC_015948.1	1094214	1094645	+	432	169	470	409	310	112	262	347	236	254	374	146	263	401	261	198	442	339	301	487	404
HAH_RS05650	NC_015948.1	1094666	1095736	-	1071	1532	2999	1754	3142	1314	2741	4820	4102	4045	3005	1499	1585	1981	1011	676	1854	1775	1607	2330	2426
HAH_RS05655	NC_015948.1	1096001	1096237	-	237	7290	16567	12253	6370	6458	5329	16319	10812	7913	8186	3274	7339	6933	5113	4163	8961	7487	7119	10484	16025
HAH_RS05660	NC_015948.1	1096481	1097473	-	993	4390	9159	7282	7172	6302	6391	8052	5994	6953	6657	3107	5282	5088	3967	3244	6724	5849	5195	7260	8583
HAH_RS05665	NC_015948.1	1097517	1098389	-	873	19249	41674	39240	16149	41689	17013	22821	19329	26757	21763	11395	23984	26897	25609	18183	27322	26321	26583	34773	39899
HAH_RS05670	NC_015948.1	1098386	1099534	-	1149	25205	52852	49958	23267	52329	22175	30348	25913	37251	31033	15983	31251	32764	31524	23447	34531	33211	33356	43179	51822
HAH_RS05675	NC_015948.1	1099761	1100543	+	783	1274	2608	2535	2060	3174	2236	1578	1554	2440	3046	1244	1245	1511	1419	1307	1555	1348	1322	1784	2646
HAH_RS05680	NC_015948.1	1100559	1100984	-	426	6838	12940	10873	8975	8579	8625	35382	19122	7236	10710	4023	13546	15317	10894	8030	16949	14817	13000	20730	11903
HAH_RS05685	NC_015948.1	1101087	1101587	+	501	1101	2409	2788	1222	3067	941	1085	1003	2396	2459	789	1136	1468	1342	1303	1690	1464	1155	1782	2754
HAH_RS05690	NC_015948.1	1101721	1103340	+	1620	1674	3641	2573	4594	2707	4702	1568	1678	2855	2669	1361	1125	1297	1018	867	928	1451	1272	1600	3380
HAH_RS05695	NC_015948.1	1103342	1105789	+	2448	1351	2632	2058	3872	2007	3524	1286	1301	2369	2363	1099	948	1093	807	668	974	1212	989	1397	2493
HAH_RS05700	NC_015948.1	1105828	1107492	+	1665	813	1754	1713	1251	2907	993	1098	1119	1743	1526	703	822	997	904	914	1067	938	875	1183	1939
HAH_RS05705	NC_015948.1	1107556	1108302	+	747	845	1790	1928	1833	2369	1650	1430	1272	2078	1982	956	1040	1452	1430	1538	1365	1259	1256	1635	2038
HAH_RS05710	NC_015948.1	1108393	1108872	+	480	225	517	508	428	817	338	647	558	422	573	185	463	551	501	517	402	478	466	602	633
HAH_RS05715	NC_015948.1	1109018	1110301	+	1284	266	565	428	786	350	421	1051	815	583	642	277	594	693	477	400	739	781	622	960	511
HAH_RS05720	NC_015948.1	1110328	1111434	-	1107	7508	15932	16182	14864	11873	14259	9879	10457	17931	10444	7108	11817	12951	13782	13407	9818	14149	13064	17461	13933
HAH_RS05725	NC_015948.1	1111436	1113826	-	2391	18932	42305	42626	42650	26454	41704	28465	29898	47650	35507	19694	28866	35531	34252	32059	29088	33914	32636	43391	33758
HAH_RS05730	NC_015948.1	1113965	1115893	+	1929	7406	14042	15663	7653	18559	4903	21322	20016	10705	9846	4234	14697	17588	18940	20308	13870	17815	16767	21929	14367
HAH_RS05735	NC_015948.1	1115890	1118337	+	2448	7862	15011	16805	6773	22459	4527	18499	18773	8187	7203	3263	15897	18633	20752	21461	14652	20182	17664	24023	16043
HAH_RS05740	NC_015948.1	1118516	1119562	+	1047	719	1314	1197	1434	1366	1006	2123	2164	560	1300	370	1189	1632	1458	1363	1428	1485	1330	1795	1229
HAH_RS05745	NC_015948.1	1119563	1120477	-	915	1431	2839	2642	2096	2705	1664	4241	2993	1553	2222	880	2719	2698	2460	2105	3437	3070	2649	3841	2877
HAH_RS05750	NC_015948.1	1120534	1121451	-	918	2514	5340	4677	2657	4290	1843	10265	6306	3473	3645	1499	6058	5506	4974	4566	6774	6706	5398	8630	5581
HAH_RS05755	NC_015948.1	1121562	1122095	+	534	10665	20797	17128	12244	20867	11144	19615	15272	10161	13082	5020	15687	15958	15277	13788	16281	19013	16503	23998	20979
HAH_RS05760	NC_015948.1	1122241	1123410	+	1170	5129	10879	10940	8718	11777	6823	9969	9216	10897	11170	4882	7276	8258	7663	7613	7669	8871	7490	10260	12092
HAH_RS05765	NC_015948.1	1123653	1124477	-	825	6250	12455	11639	3730	16057	3588	7134	5578	4486	4743	2087	5590	7239	5911	5393	6919	6681	6505	8357	13010
HAH_RS05770	NC_015948.1	1124474	1124860	-	387	2082	4089	3731	1437	5019	1289	2885	2136	1577	1690	738	2218	2344	2177	1858	2545	2293	2163	3123	4315
HAH_RS05775	NC_015948.1	1124925	1126292	-	1368	6081	12572	11937	10882	10462	11099	9773	8034	12800	12393	5874	7554	9186	8149	6911	10512	9263	8404	11479	12054
HAH_RS05780	NC_015948.1	1126337	1127137	-	801	808	1418	1556	632	1608	367	877	1116	673	716	269	1011	1080	1288	1386	830	1212	1127	1240	1716
HAH_RS05785	NC_015948.1	1127339	1128061	-	723	8436	16345	15930	14129	17145	14323	20729	19228	16060	18024	8150	12226	15118	13964	13945	12156	14900	13104	18355	16880
HAH_RS19900	NC_015948.1	1128155	1128325	-	171	784	1724	1216	1650	813	1715	8654	6398	1308	1549	550	1152	2012	1038	867	2155	1751	1736	2455	1245
HAH_RS05790	NC_015948.1	1128599	1128970	+	372	2372	4447	4657	4625	5753	4822	4923	4858	4340	8259	2312	2840	3515	3267	3065	4284	3325	3503	4393	4986
HAH_RS05795	NC_015948.1	1129041	1129583	+	543	1298	2466	2336	1956	2433	1519	3197	2732	1473	2229	741	2354	2445	2321	2160	3129	2747	2261	3529	2354
HAH_RS05800	NC_015948.1	1129703	1129849	+	147	320	862	378	180	155	106	2595	2875	304	339	86	1446	1570	1460	616	2242	2173	1969	2505	611
HAH_RS05805	NC_015948.1	1129877	1130893	-	1017	2738	5505	5561	4364	6233	4317	3520	3502	4767	5408	2177	2907	3550	3457	3729	3758	3542	3287	4392	5999
HAH_RS05810	NC_015948.1	1130954	1131628	-	675	816	1558	1759	1170	3357	1157	1035	1213	1339	1174	560	883	1166	1318	1285	982	1143	981	1331	1860
HAH_RS05815	NC_015948.1	1131628	1133157	-	1530	2863	5481	6133	4445	10558	4249	4220	4564	4878	4576	2089	3252	3936	4445	4441	3386	3987	3517	4824	5910
HAH_RS05820	NC_015948.1	1133405	1133680	+	276	1751	4000	4793	3147	6352	2628	4426	3267	2039	3459	1045	3356	2998	3620	4720	4338	3472	2859	4626	4717
HAH_RS05825	NC_015948.1	1133738	1134181	+	444	645	1185	1546	759	3444	605	2486	2628	490	869	309	1425	1731	1990	2182	1930	1669	1551	2076	1791
HAH_RS05830	NC_015948.1	1134292	1134747	+	456	651	1418	1203	1144	901	1019	1903	1467	813	1244	380	1089	1230	1010	733	1523	1167	1099	1656	1279
HAH_RS05835	NC_015948.1	1134878	1135057	+	180	432	865	792	775	1177	670	2006	1447	607	1161	321	799	1007	872	694	977	829	895	1273	1147
HAH_RS05840	NC_015948.1	1135191	1138016	-	2826	10016	20656	22804	22919	31493	17191	16428	13996	28147	27557	12022	18779	18717	19852	20155	20341	21050	17915	25528	22881
HAH_RS05845	NC_015948.1	1138113	1139048	+	936	1634	3776	3487	5731	4069	5345	2212	1977	8866	8418	3658	2024	2061	1972	1963	2537	2459	2053	2862	4222
HAH_RS05850	NC_015948.1	1139073	1140176	-	1104	1502	2911	3255	2796	4197	1875	4863	3881	2594	3634	1099	2722	2667	2737	3303	2373	3068	2735	3920	3576
HAH_RS05855	NC_015948.1	1140233	1141198	-	966	634	1172	1359	1817	2405	1185	1160	899	1814	2249	723	1147	945	1080	1356	1021	1230	943	1473	1622
HAH_RS05860	NC_015948.1	1141224	1142258	-	1035	5561	10757	12809	12758	16984	7998	7877	6384	16622	18297	5524	7783	6461	7715	8601	7552	8146	6592	10480	14818
HAH_RS05865	NC_015948.1	1142495	1144195	+	1701	2968	6151	6173	4035	13058	2524	3560	3622	6584	5229	2272	3306	3244	3919	5055	3294	3831	3222	4907	7926
HAH_RS05870	NC_015948.1	1144301	1145446	+	1146	1089	1977	1936	1202	3922	832	1212	1225	1780	1400	728	1150	1273	1293	1646	1317	1513	1164	1739	2426
HAH_RS05875	NC_015948.1	1145450	1146850	-	1401	589	1151	1163	1184	1533	951	1477	1093	1090	1608	481	1069	1048	911	862	1209	1199	991	1614	1320
HAH_RS05880	NC_015948.1	1147034	1147981	+	948	1128	2216	2385	720	4424	505	2763	2018	1123	1076	337	1821	1774	2042	2217	2189	2081	1661	2747	2581
HAH_RS05885	NC_015948.1	1148070	1149251	+	1182	842	1553	1890	1030	3611	717	1723	1438	718	914	307	1225	1284	1402	1737	1434	1473	1236	1791	2132
HAH_RS05890	NC_015948.1	1149320	1150297	+	978	2516	5043	4290	4726	5685	3830	3413	3072	5344	4765	2237	2385	2655	2448	2221	2835	2936	2676	3792	5282
HAH_RS05895	NC_015948.1	1150300	1151754	+	1455	5429	10641	9586	7357	13167	6513	5720	5743	9600	7162	3706	4878	5630	5097	4708	5668	6425	5524	7607	11028
HAH_RS05900	NC_015948.1	1151745	1152593	-	849	599	1190	998	1011	716	1018	1151	1020	774	1036	477	828	958	714	593	998	957	726	1221	1080
HAH_RS05905	NC_015948.1	1152922	1153992	+	1071	3199	6472	5770	3799	6264	3681	4864	4124	4864	5231	2025	4144	4323	3971	3271	4578	4535	4147	5795	6161
HAH_RS05910	NC_015948.1	1153994	1154320	-	327	1513	2782	2639	2576	3101	2425	3543	3216	2452	3445	1226	1786	2090	1817	1737	2215	1995	1978	2592	2954
HAH_RS05915	NC_015948.1	1154367	1154717	-	351	1781	4129	4019	2725	2409	2850	4962	3856	2365	3386	1129	2651	3419	3096	2868	4144	3169	3304	4387	3861
HAH_RS05920	NC_015948.1	1154854	1155273	+	420	42	79	93	46	98	65	109	78	26	51	15	74	81	70	94	116	70	69	110	72
HAH_RS05925	NC_015948.1	1155389	1157047	+	1659	596	1267	1032	2793	1375	3731	725	742	2420	2518	1087	601	821	651	510	709	652	640	843	1110
HAH_RS05930	NC_015948.1	1157044	1157670	-	627	182	326	478	553	5868	848	453	478	678	971	456	445	603	556	552	493	532	529	719	426
HAH_RS05935	NC_015948.1	1157721	1159280	-	1560	628	1284	966	640	1151	588	1130	821	519	571	253	775	773	615	570	809	800	721	1092	1085
HAH_RS05940	NC_015948.1	1159377	1160450	-	1074	123	267	254	199	274	124	240	185	95	163	63	214	219	166	121	214	208	207	326	282
HAH_RS05945	NC_015948.1	1160453	1160899	-	447	120	231	177	183	215	120	173	144	112	167	47	142	128	99	110	155	168	150	197	205
HAH_RS05950	NC_015948.1	1160892	1162823	-	1932	415	891	899	961	856	623	1017	882	401	663	211	605	763	624	504	849	822	696	959	861
HAH_RS05955	NC_015948.1	1162888	1163934	-	1047	1443	2553	2737	3332	4907	3300	3342	3242	4017	4012	1836	2187	2802	2905	3059	2365	2756	2688	3186	2998
HAH_RS05960	NC_015948.1	1163989	1165305	-	1317	800	1682	1168	466	1753	448	1587	1267	673	542	225	1336	1158	975	791	1328	1320	1101	1723	1355
HAH_RS05965	NC_015948.1	1165539	1165937	+	399	5537	12087	10061	10388	9849	9772	29403	20183	13306	17070	5761	12557	12437	10810	9511	14922	12439	11763	17329	11182
HAH_RS05970	NC_015948.1	1166050	1166499	-	450	1972	4371	3604	3288	4520	2481	7309	4266	2557	3027	1403	4978	6286	4923	3354	5918	5839	5472	7899	3645
HAH_RS05975	NC_015948.1	1166697	1167530	+	834	2676	5634	5150	5149	7587	5217	4070	3764	7433	7976	3394	3527	3834	3762	3631	3974	3968	3676	4981	6024
HAH_RS05980	NC_015948.1	1167702	1168799	+	1098	7594	15478	12681	18186	12476	18434	8365	7722	20608	18674	9044	8358	8572	8041	7134	8946	9640	8561	11487	13348
HAH_RS05985	NC_015948.1	1168839	1169735	+	897	2060	4034	3997	4914	4700	3968	3177	3021	7666	7585	3206	2155	2596	2383	2330	2252	2485	2339	3013	4407
HAH_RS05990	NC_015948.1	1169744	1170688	-	945	189	455	457	396	528	283	585	670	200	358	112	432	711	589	387	642	509	473	658	386
HAH_RS05995	NC_015948.1	1170685	1171686	-	1002	240	497	541	600	533	376	799	831	308	456	151	556	773	685	452	767	638	632	802	552
HAH_RS06000	NC_015948.1	1171673	1173058	-	1386	296	531	586	654	661	496	1057	1069	363	517	179	655	857	789	594	621	791	701	904	558
HAH_RS06005	NC_015948.1	1173055	1173855	-	801	125	255	239	267	270	229	575	549	168	201	80	336	438	378	252	300	366	352	443	243
HAH_RS06010	NC_015948.1	1173886	1175868	-	1983	436	933	849	1340	1007	843	2435	2542	625	923	353	1369	1864	1622	1077	1176	1551	1511	1782	865
HAH_RS06015	NC_015948.1	1175870	1176382	-	513	118	207	185	334	188	214	925	964	147	325	77	365	541	423	303	370	468	410	558	165
HAH_RS06020	NC_015948.1	1176625	1177350	-	726	3622	8110	4708	17820	3687	17606	11649	10346	11820	17464	7154	7611	8937	6453	3728	8639	9753	7950	11704	4298
HAH_RS06025	NC_015948.1	1177886	1178692	+	807	748	1618	1507	2677	1731	2044	1687	1219	1836	2204	896	1225	1140	1092	1003	1662	1396	1252	1769	1581
HAH_RS06030	NC_015948.1	1179426	1180709	+	1284	40219	81817	85438	11389	16292	7480	2508	1968	5108	5368	2488	1748	2663	2825	2099	1703	2844	2152	2513	105195
HAH_RS06035	NC_015948.1	1180773	1181663	+	891	22399	44208	46951	8222	10016	5413	6168	6484	3510	4943	1933	2475	4892	3377	2338	2868	4041	3626	4195	56378
HAH_RS06040	NC_015948.1	1181837	1183159	+	1323	32078	59629	54649	24849	19770	19591	11966	9066	16592	19008	8902	6166	8934	6313	3618	7786	10810	7125	11051	71105
HAH_RS06045	NC_015948.1	1183219	1184007	+	789	11722	24367	28342	9034	6583	5969	2414	2048	4300	6466	2426	1076	1569	1270	821	1171	1770	1361	1698	34135
HAH_RS06050	NC_015948.1	1184012	1184692	+	681	5354	11413	13005	3552	2675	2309	730	659	1591	2078	850	337	485	449	246	307	538	380	490	15950
HAH_RS06055	NC_015948.1	1184689	1185441	+	753	6337	13096	15364	4089	3050	2662	1295	993	1634	2049	900	475	661	583	356	527	632	506	650	18489
HAH_RS06060	NC_015948.1	1185438	1186424	+	987	6299	12918	15156	3363	2786	2111	793	617	1423	1770	775	332	514	383	218	304	478	334	435	17424
HAH_RS06065	NC_015948.1	1186467	1187183	+	717	5442	10459	11527	3369	4359	2603	6087	4526	2034	2839	991	1624	2278	1576	1065	1587	2026	1897	2518	14113
HAH_RS06070	NC_015948.1	1187535	1188572	-	1038	1160	2851	2749	1222	2057	1259	1698	1411	1059	1279	560	1506	1483	1663	1750	1404	1582	1416	2032	2653
HAH_RS06075	NC_015948.1	1188569	1188982	-	414	524	1360	1351	756	1015	688	929	769	482	684	228	723	729	864	960	1012	751	799	991	1207
HAH_RS06085	NC_015948.1	1191145	1191741	+	597	363	887	769	97	405	46	1608	646	88	151	49	1028	744	605	488	1192	840	678	1356	755
HAH_RS06090	NC_015948.1	1191916	1192338	-	423	360	613	575	658	967	531	1295	1062	478	694	198	570	658	513	512	738	729	602	921	618
HAH_RS06095	NC_015948.1	1192386	1194308	-	1923	6983	13550	14364	3103	25388	2606	1644	1412	1892	2025	938	3289	2744	4495	7075	3056	3097	2517	3779	14564
HAH_RS06100	NC_015948.1	1194311	1195681	-	1371	4759	9552	10161	1638	17181	1403	858	683	967	1090	387	2141	1832	2985	4415	2039	1940	1501	2419	9477
HAH_RS06105	NC_015948.1	1195856	1196815	+	960	1689	3368	3596	1395	3926	1337	2709	2256	2081	2056	793	2335	2701	2797	2827	2792	2575	2283	3137	3739
HAH_RS06110	NC_015948.1	1196916	1198706	+	1791	5327	10832	11126	16293	20526	15193	9456	8654	13661	13254	6521	9230	10354	10515	10290	11148	11159	9388	13377	11851
HAH_RS06115	NC_015948.1	1198759	1199730	+	972	3667	7952	8914	4495	6276	3629	3405	3073	6740	5530	2562	3635	4300	3961	3486	4035	4627	3920	5437	8535
