# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-s" "2" "-t" "gene" "-g" "locus_tag" "-a" "00_genome/genomic.gff" "-o" "HCA_featureCounts_2022.txt" "03_aligned_sorted/10_WT_B_S18_sorted.bam" "03_aligned_sorted/11_WT_C_S19_sorted.bam" "03_aligned_sorted/12_WT_D_S20_sorted.bam" "03_aligned_sorted/13_TRMB_A_S21_sorted.bam" "03_aligned_sorted/14_TRMB_B_S22_sorted.bam" "03_aligned_sorted/15_TRMB_C_S23_sorted.bam" "03_aligned_sorted/16_TRMB_D_S24_sorted.bam" "03_aligned_sorted/17_WT_ref_S25_sorted.bam" "03_aligned_sorted/1_WT_A_S9_sorted.bam" "03_aligned_sorted/2_WT_B_S10_sorted.bam" "03_aligned_sorted/3_WT_C_S11_sorted.bam" "03_aligned_sorted/4_WT_D_S12_sorted.bam" "03_aligned_sorted/5_TRMB_A_S13_sorted.bam" "03_aligned_sorted/6_TRMB_B_S14_sorted.bam" "03_aligned_sorted/7_TRMB_C_S15_sorted.bam" "03_aligned_sorted/8_TRMB_D_S16_sorted.bam" "03_aligned_sorted/9_WT_A_S17_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	03_aligned_sorted/10_WT_B_S18_sorted.bam	03_aligned_sorted/11_WT_C_S19_sorted.bam	03_aligned_sorted/12_WT_D_S20_sorted.bam	03_aligned_sorted/13_TRMB_A_S21_sorted.bam	03_aligned_sorted/14_TRMB_B_S22_sorted.bam	03_aligned_sorted/15_TRMB_C_S23_sorted.bam	03_aligned_sorted/16_TRMB_D_S24_sorted.bam	03_aligned_sorted/17_WT_ref_S25_sorted.bam	03_aligned_sorted/1_WT_A_S9_sorted.bam	03_aligned_sorted/2_WT_B_S10_sorted.bam	03_aligned_sorted/3_WT_C_S11_sorted.bam	03_aligned_sorted/4_WT_D_S12_sorted.bam	03_aligned_sorted/5_TRMB_A_S13_sorted.bam	03_aligned_sorted/6_TRMB_B_S14_sorted.bam	03_aligned_sorted/7_TRMB_C_S15_sorted.bam	03_aligned_sorted/8_TRMB_D_S16_sorted.bam	03_aligned_sorted/9_WT_A_S17_sorted.bam
HAH_RS04270	NC_015948.1	821567	822856	-	1290	3856	4763	2455	1913	1965	1744	2145	4859	4206	3988	2428	2850	3848	3672	3734	4018	4174
HAH_RS04275	NC_015948.1	822954	823661	+	708	723	937	452	628	653	573	728	706	627	536	379	421	540	529	469	551	751
HAH_RS04280	NC_015948.1	823707	824573	+	867	1033	955	632	1632	1398	1344	2157	811	867	728	597	470	646	687	608	839	1143
HAH_RS04285	NC_015948.1	824588	825988	-	1401	1181	1389	1016	610	529	453	505	2961	3494	2950	1725	2059	3356	3224	2996	3182	1398
HAH_RS04290	NC_015948.1	825995	827485	-	1491	2817	2823	2460	1670	1509	1411	1475	6998	6237	5518	3008	4421	5873	6020	5753	6382	3225
HAH_RS04295	NC_015948.1	827928	829208	-	1281	1757	1753	1572	1435	1364	1365	1495	3678	2268	2107	1505	1481	2179	2235	2719	2368	2101
HAH_RS04300	NC_015948.1	829271	829657	-	387	192	194	170	106	118	114	106	257	109	125	94	69	112	102	134	143	156
HAH_RS04305	NC_015948.1	829819	831468	+	1650	5737	7077	3501	4178	3956	3933	5153	2660	1966	1577	1017	1103	1658	1979	1661	2026	6389
HAH_RS04310	NC_015948.1	831503	832204	+	702	803	763	563	726	641	636	672	620	597	575	395	453	537	548	567	628	908
HAH_RS04315	NC_015948.1	832469	833395	+	927	567	723	290	157	179	153	190	670	248	283	190	172	278	283	252	274	560
HAH_RS04320	NC_015948.1	833432	834043	-	612	5190	5743	3879	3743	3375	2999	3836	3884	7239	6066	4074	4534	6687	5588	6698	6362	6025
HAH_RS04325	NC_015948.1	834141	834521	+	381	394	779	204	118	172	156	158	391	294	235	207	173	190	466	224	461	409
HAH_RS04330	NC_015948.1	834532	835251	+	720	661	1351	316	195	275	232	296	554	438	409	361	241	390	838	466	774	648
HAH_RS04335	NC_015948.1	835291	836418	-	1128	906	1383	710	628	583	589	710	988	841	749	610	437	639	705	561	752	1007
HAH_RS04340	NC_015948.1	836539	836910	+	372	21	10	7	6	3	6	9	28	9	9	11	7	10	6	9	6	5
HAH_RS04345	NC_015948.1	836947	838770	-	1824	1605	1624	1528	1143	1294	972	821	1689	2260	1905	1366	1292	2139	1843	1699	1890	1871
HAH_RS04350	NC_015948.1	838883	840358	-	1476	1899	1736	1502	1919	1725	1655	2201	3775	3538	3394	1746	2628	3787	3323	3395	3597	1985
HAH_RS04355	NC_015948.1	840564	841676	-	1113	606	728	397	323	359	333	418	834	832	761	463	530	797	782	586	661	613
HAH_RS04360	NC_015948.1	841702	843555	-	1854	210	188	107	72	91	55	52	481	630	614	276	408	698	599	390	540	263
HAH_RS04365	NC_015948.1	843568	844692	-	1125	615	616	310	162	165	151	215	1279	1409	1265	728	951	1322	1189	1007	1052	652
HAH_RS04370	NC_015948.1	844756	845145	-	390	578	534	458	281	287	176	329	975	314	322	238	309	334	248	296	286	631
HAH_RS04375	NC_015948.1	845240	845896	+	657	202	251	141	124	121	132	176	222	206	166	147	113	168	240	174	229	228
HAH_RS04380	NC_015948.1	846017	847129	+	1113	1470	1885	1170	1179	1060	1073	1355	1256	601	673	682	335	560	573	889	713	1373
HAH_RS04385	NC_015948.1	847190	847894	+	705	2116	2184	1340	1569	1361	1339	1636	3624	2802	2876	1904	2223	2905	2511	2543	2761	2389
HAH_RS04390	NC_015948.1	848068	849393	+	1326	190	155	106	79	96	63	69	462	462	484	241	368	512	479	362	440	186
HAH_RS04395	NC_015948.1	849390	849944	+	555	92	79	44	47	38	33	43	218	230	201	114	166	248	209	166	178	106
HAH_RS04400	NC_015948.1	849983	850231	-	249	1116	1136	991	876	846	595	819	837	1374	1342	1133	817	1196	931	1363	1109	1065
HAH_RS19870	NC_015948.1	850252	850407	-	156	356	402	369	361	377	222	354	237	406	394	337	234	321	290	401	388	360
HAH_RS04405	NC_015948.1	850488	852404	-	1917	11414	16349	10270	6946	6994	5752	6797	21776	24946	27688	21676	14326	26717	22153	33642	25566	12879
HAH_RS04410	NC_015948.1	852673	853155	+	483	66	111	51	36	33	45	52	112	52	73	61	41	66	56	81	56	67
HAH_RS04415	NC_015948.1	853197	854255	-	1059	8498	10482	5808	3572	3558	3156	3677	12900	9607	10106	7043	6397	10095	9142	10938	9313	9383
HAH_RS04420	NC_015948.1	854366	854848	+	483	155	201	131	211	232	297	302	117	184	207	189	109	120	196	199	194	159
HAH_RS04425	NC_015948.1	854862	856127	-	1266	11008	16290	7741	4703	4283	4133	5514	12175	10409	9815	7535	5723	10197	9287	9920	9406	12483
HAH_RS04430	NC_015948.1	856206	856709	-	504	489	549	395	284	268	267	320	797	606	534	307	365	571	532	539	615	552
HAH_RS04435	NC_015948.1	856706	857041	-	336	338	308	221	165	180	144	199	458	342	346	205	231	370	336	332	354	363
HAH_RS04440	NC_015948.1	857123	857845	+	723	2143	2579	1289	957	1079	949	1165	1922	2119	1973	1382	1448	1856	1909	1732	2252	2272
HAH_RS04445	NC_015948.1	857939	858718	+	780	342	481	193	117	110	107	140	401	295	343	257	216	280	315	304	334	309
HAH_RS04450	NC_015948.1	858848	860302	+	1455	8296	9122	6365	8649	8133	8762	10155	17026	12102	10929	7611	8410	11228	11367	11891	11946	10123
HAH_RS04455	NC_015948.1	860315	861274	-	960	3432	3522	2573	8844	8225	7785	12289	2073	2694	2173	1631	1450	1907	2807	2146	2926	3917
HAH_RS04460	NC_015948.1	861791	862177	+	387	430	553	332	531	586	512	655	587	359	348	634	268	337	254	573	374	452
HAH_RS04465	NC_015948.1	862332	866879	+	4548	5021	3542	5157	104870	82033	89658	113860	9323	12026	17569	45920	7733	16427	12501	29042	14816	5395
HAH_RS04470	NC_015948.1	867067	868038	+	972	4816	6468	4268	2725	3328	2852	2942	5903	10054	8403	6408	4891	6908	7787	9045	7750	5715
HAH_RS04475	NC_015948.1	868099	868659	-	561	1205	1563	795	344	320	277	369	2454	1735	1445	995	1156	1363	1564	1492	1643	1437
HAH_RS04480	NC_015948.1	868873	869856	+	984	1569	2386	1012	1205	1225	1191	1430	1508	1630	1746	1385	1066	1487	1558	1645	1544	1758
HAH_RS04485	NC_015948.1	869860	870924	-	1065	1558	2290	923	442	488	458	551	1498	675	584	445	413	493	815	626	697	1595
HAH_RS04490	NC_015948.1	871108	873672	-	2565	427	440	337	283	297	223	324	639	417	338	228	242	307	339	300	420	437
HAH_RS04495	NC_015948.1	873815	874873	+	1059	870	1061	738	923	884	989	1100	2033	822	847	531	632	683	781	864	832	881
HAH_RS04500	NC_015948.1	874870	875385	-	516	1299	1579	887	713	697	474	622	2430	1788	1860	1102	1207	1747	1160	1643	1366	1340
HAH_RS04505	NC_015948.1	875506	877314	-	1809	2289	3173	1725	985	956	968	1202	3235	2313	2280	1771	1584	2306	2312	2524	2392	2525
HAH_RS04510	NC_015948.1	877389	879173	-	1785	780	953	461	534	543	627	634	1063	450	520	378	295	431	650	502	829	683
HAH_RS04515	NC_015948.1	879302	880360	+	1059	3544	4193	2616	1578	1573	1545	1805	7177	4243	4581	3020	2982	4556	4181	4210	4354	3692
HAH_RS04520	NC_015948.1	880409	882148	-	1740	981	959	691	471	509	550	544	2063	902	912	585	674	847	1080	1189	1205	941
HAH_RS04525	NC_015948.1	882250	884112	+	1863	2942	3781	2443	1615	1376	1390	1760	4321	3915	3471	2652	2622	3840	3506	3815	3746	3387
HAH_RS04530	NC_015948.1	884140	885633	-	1494	249	370	212	173	199	165	193	5450	393	355	324	206	352	315	454	373	373
HAH_RS20125	NC_015948.1	885819	886070	-	252	247	311	222	371	380	504	444	302	442	424	345	266	356	406	475	464	345
HAH_RS04540	NC_015948.1	886523	888994	-	2472	7010	8292	5368	6688	5980	6267	7155	11898	11166	10367	6151	6560	11198	9935	8860	9728	7984
HAH_RS04545	NC_015948.1	889112	889828	-	717	2366	3094	1683	1610	1608	1305	1722	1492	2005	1850	1523	1387	1833	1656	1717	1700	2787
HAH_RS04550	NC_015948.1	889870	890409	-	540	762	775	559	532	491	456	523	1144	933	875	518	612	827	774	752	913	799
HAH_RS04555	NC_015948.1	890446	891432	-	987	1852	2062	1215	1126	1019	998	1377	4131	2396	2182	1425	1595	2114	2109	2184	2323	2029
HAH_RS04560	NC_015948.1	891574	893154	-	1581	11758	16158	7947	13634	12608	12327	17247	15670	18746	17124	9273	11208	17788	15796	15191	16736	14729
HAH_RS04565	NC_015948.1	893300	893854	+	555	761	592	495	439	420	389	459	952	720	741	419	616	740	644	609	798	675
HAH_RS04570	NC_015948.1	894103	895170	+	1068	837	987	222	121	180	134	130	1133	337	381	225	246	289	674	333	668	853
HAH_RS04575	NC_015948.1	895304	896686	+	1383	3431	4203	2496	2711	2431	2439	3063	7409	4964	4967	2970	3357	5310	4873	4878	4901	3908
HAH_RS04580	NC_015948.1	896778	898085	+	1308	545	541	432	237	231	255	267	1140	622	712	473	448	638	618	747	768	570
HAH_RS04585	NC_015948.1	898176	898820	+	645	247	250	167	68	59	65	65	236	192	177	155	122	134	140	169	170	223
HAH_RS04590	NC_015948.1	898846	899973	-	1128	2092	2476	1666	1842	1703	1637	2112	3678	2770	2873	1676	1654	2827	2475	2537	2603	2332
HAH_RS04595	NC_015948.1	899973	901208	-	1236	1620	1848	1413	1941	1734	1667	2154	3268	1926	2121	1350	1371	2140	1850	2211	2005	1707
HAH_RS04600	NC_015948.1	901398	901877	-	480	72	83	41	25	24	18	11	253	110	99	84	44	84	96	120	95	65
HAH_RS04605	NC_015948.1	901999	902370	-	372	57	87	54	62	69	43	108	707	63	53	47	42	37	53	67	40	61
HAH_RS04610	NC_015948.1	902372	903898	-	1527	155	228	143	296	237	242	413	3541	124	140	165	109	102	121	156	165	214
HAH_RS04615	NC_015948.1	904378	905496	+	1119	354	423	217	123	123	110	120	1090	404	377	299	287	376	378	413	431	341
HAH_RS04620	NC_015948.1	905720	906550	-	831	3634	4067	2250	2047	2057	1848	2318	5042	3812	3830	2439	2605	3636	3375	3616	3511	3825
HAH_RS04625	NC_015948.1	907048	907797	-	750	1574	1819	960	1089	985	949	1105	2251	1927	2024	1461	1286	1991	1500	2169	1742	1714
HAH_RS04630	NC_015948.1	907794	908714	-	921	1343	1980	878	1146	1136	1128	1331	2060	1999	1923	1559	1152	2026	1638	2427	1838	1504
HAH_RS04635	NC_015948.1	909227	909880	+	654	103	100	47	55	42	38	56	146	100	83	73	57	92	70	96	120	87
HAH_RS04640	NC_015948.1	910081	910578	+	498	2431	2491	1881	1812	1630	1515	1984	2778	3562	3125	2177	2228	3106	2290	3267	2801	2693
HAH_RS04645	NC_015948.1	910712	910894	-	183	1718	1301	1355	1079	988	741	1253	4002	1689	1450	928	1188	1397	1368	1478	1889	2069
HAH_RS04650	NC_015948.1	911482	911949	+	468	943	530	1083	965	1045	912	1004	1224	933	899	630	691	1050	735	918	949	864
HAH_RS04655	NC_015948.1	911986	912432	+	447	420	390	466	299	317	314	394	413	482	493	444	297	448	366	464	544	435
HAH_RS04660	NC_015948.1	912433	913383	-	951	344	396	234	126	125	117	133	918	435	429	239	275	395	371	337	383	334
HAH_RS04665	NC_015948.1	913530	913925	+	396	3756	3739	2260	2019	1992	1639	2208	6144	3931	3235	2050	3169	3227	3005	3149	3376	4004
HAH_RS04670	NC_015948.1	913927	914649	+	723	3165	3983	2064	1550	1490	1460	1858	7306	4335	3970	2575	2919	4119	3827	3775	4279	3744
HAH_RS04675	NC_015948.1	914726	914935	+	210	1628	2694	1221	1347	1321	1203	1618	1461	1402	1106	843	749	959	1057	1044	1386	1690
HAH_RS04680	NC_015948.1	914938	915318	+	381	2394	3000	1651	1703	1625	1366	1953	1997	1519	1519	1006	1292	1378	1551	1354	1852	2421
HAH_RS04685	NC_015948.1	915299	915910	-	612	3029	3298	1999	1209	1043	930	1206	4002	3968	3557	2458	3071	3443	3002	3428	3368	3302
HAH_RS04690	NC_015948.1	915920	916246	-	327	2952	3145	2009	1248	1107	843	1163	3067	3394	2690	1776	2142	2773	2229	2506	2535	3338
HAH_RS04695	NC_015948.1	916364	917458	-	1095	5848	6646	4861	9017	7468	7988	10494	3555	3008	2648	1952	1836	2607	3385	2817	3756	6163
HAH_RS04700	NC_015948.1	917588	917875	+	288	1537	1367	1176	1058	998	771	1192	2786	1544	1415	869	1110	1395	1179	1430	1477	1714
HAH_RS04705	NC_015948.1	918026	918226	+	201	219	176	189	123	122	83	92	518	200	225	161	224	202	180	249	246	251
HAH_RS19875	NC_015948.1	918325	918489	-	165	581	475	374	237	253	140	234	1149	550	475	264	384	503	336	476	491	535
HAH_RS19880	NC_015948.1	918579	918743	-	165	95	100	54	37	43	30	43	211	139	120	95	103	81	83	128	144	103
HAH_RS04710	NC_015948.1	918846	919616	-	771	1205	1424	692	1301	1380	1256	1450	3625	1617	1445	957	1142	1337	1364	1460	1455	1354
HAH_RS04715	NC_015948.1	919695	921392	-	1698	316	443	230	241	250	187	249	17229	481	504	315	306	525	580	493	607	474
HAH_RS04720	NC_015948.1	921490	922572	-	1083	939	1335	610	558	508	520	584	1577	885	931	829	636	903	840	993	935	1180
HAH_RS04725	NC_015948.1	922784	923743	-	960	2339	2723	1494	1214	1142	1144	1382	2057	1271	1222	894	820	992	1092	1312	1197	2507
HAH_RS04730	NC_015948.1	923867	924880	-	1014	18709	21901	11362	15369	15205	15598	17083	9046	5447	4815	2763	3006	3864	6082	4540	4858	22024
HAH_RS04735	NC_015948.1	924960	925232	-	273	4592	4574	2795	3632	3593	3848	4240	1811	1073	914	563	640	778	1208	921	984	4996
HAH_RS04740	NC_015948.1	925229	926782	-	1554	25952	25532	16007	20452	19976	19359	23026	13283	5826	5571	3068	3652	4365	7889	5858	6812	28028
HAH_RS04745	NC_015948.1	927112	927864	+	753	804	696	491	170	154	140	183	1454	806	742	453	630	816	644	787	720	879
HAH_RS04750	NC_015948.1	927998	928744	-	747	436	435	312	255	258	237	324	898	382	311	197	200	306	436	308	358	392
HAH_RS04755	NC_015948.1	928883	929926	+	1044	654	905	361	503	486	556	696	558	465	414	307	295	407	441	423	462	693
HAH_RS04760	NC_015948.1	929923	931002	+	1080	721	956	439	582	593	515	767	467	484	454	261	259	401	474	408	449	870
HAH_RS04765	NC_015948.1	931044	932141	-	1098	48017	65041	33488	31538	27960	26549	36190	31975	33121	27770	18896	19388	28029	35044	26078	35632	51998
HAH_RS04770	NC_015948.1	932346	933197	+	852	207	193	163	121	106	114	107	279	223	178	138	130	165	162	193	187	202
HAH_RS04775	NC_015948.1	933213	934673	-	1461	1271	1545	1144	902	795	846	1097	2074	1950	1776	1332	1228	1789	1532	1931	1727	1442
HAH_RS04780	NC_015948.1	935003	935695	+	693	5241	6078	6180	6173	4906	5632	6367	5114	8800	9089	8168	4882	9815	8648	10416	9789	5655
HAH_RS04785	NC_015948.1	935711	936709	-	999	4299	5998	4706	3621	3922	4133	5346	4917	3078	2866	2706	2661	2534	3397	3648	3868	4871
HAH_RS04790	NC_015948.1	937146	937826	+	681	1173	1716	682	480	527	455	522	1481	1074	851	660	710	759	823	888	844	1303
HAH_RS04795	NC_015948.1	937938	938591	-	654	561	1000	446	668	678	672	787	992	991	915	572	469	959	687	787	699	634
HAH_RS04800	NC_015948.1	938805	940259	+	1455	462	444	373	602	547	508	769	1021	598	610	367	402	588	626	607	614	431
HAH_RS04805	NC_015948.1	940262	940915	+	654	432	526	310	442	391	376	467	773	721	632	371	359	549	591	580	598	552
HAH_RS04810	NC_015948.1	941048	942205	-	1158	2803	3259	2211	1591	1533	1389	1740	4339	3695	3674	2297	2443	3669	3052	3443	3391	3150
HAH_RS04815	NC_015948.1	942344	943516	+	1173	799	814	586	316	322	284	347	3839	539	524	337	395	562	588	431	598	834
HAH_RS04820	NC_015948.1	943637	944653	+	1017	4437	5306	3249	1799	1615	1439	2027	8931	4212	4383	3002	2974	4311	3720	4276	4258	4828
HAH_RS04825	NC_015948.1	944650	945528	-	879	1918	2461	1303	1194	1142	1099	1306	3287	2070	2005	1375	1344	1957	1706	1636	1931	2178
HAH_RS04830	NC_015948.1	945758	947251	+	1494	3930	4942	2891	4058	4280	4585	4952	6261	4180	4265	2749	2549	4015	5453	5022	5707	4225
HAH_RS04835	NC_015948.1	947248	947931	+	684	1344	1802	1018	1192	1388	1452	1427	2241	1453	1460	891	724	1461	1851	1643	1978	1541
HAH_RS04840	NC_015948.1	947921	949054	+	1134	2659	3490	1894	1952	2287	2250	2258	4130	2530	2851	1639	1569	2810	3827	3215	4013	2878
HAH_RS04845	NC_015948.1	949051	949563	-	513	4930	5489	2991	7353	5862	5266	8450	7279	5689	5216	4586	3523	5037	4764	5291	4523	5628
HAH_RS04850	NC_015948.1	950331	951404	-	1074	1690	1903	937	3509	2311	2412	3360	21546	2758	2323	1329	1633	2295	2426	2421	2455	1817
HAH_RS04855	NC_015948.1	951407	952405	-	999	1232	1480	709	3244	2222	2223	3364	16253	2240	1751	1053	1221	1723	1732	1703	1953	1522
HAH_RS04860	NC_015948.1	952468	953100	-	633	637	642	605	587	590	448	598	1190	951	932	595	675	966	641	666	820	672
HAH_RS04865	NC_015948.1	953102	953959	-	858	854	907	799	879	925	845	1054	1566	1471	1416	1000	855	1406	1150	1423	1305	982
HAH_RS04870	NC_015948.1	954041	954613	-	573	2344	2739	1698	1308	1306	1142	1549	2804	3164	3114	2238	2164	2833	2448	3250	2884	2543
HAH_RS04875	NC_015948.1	954793	955149	-	357	14836	14335	11020	10623	10648	9240	12321	18294	19828	17419	10938	13916	17045	14371	16617	16877	17044
HAH_RS04880	NC_015948.1	955146	955436	-	291	7903	8878	5812	6621	6655	4973	7220	12301	12300	10160	6382	7449	9776	8047	9978	9964	9069
HAH_RS04885	NC_015948.1	955550	955816	-	267	13790	11717	8251	6754	6842	5402	7460	18347	19408	15691	8710	14610	15699	12757	14505	15024	15403
HAH_RS04890	NC_015948.1	955819	955998	-	180	5803	7093	3871	3709	4043	2668	4470	8455	10883	7289	3893	5516	6798	5642	6147	7091	7071
HAH_RS04895	NC_015948.1	956071	956670	-	600	715	783	560	536	457	433	564	424	496	526	418	297	546	421	551	507	589
HAH_RS04900	NC_015948.1	956667	957539	-	873	1190	1471	1078	1114	1051	977	1284	881	862	942	809	561	928	849	1033	911	1230
HAH_RS04905	NC_015948.1	957685	958653	+	969	794	1070	504	308	337	302	396	2881	831	644	475	487	743	896	807	903	789
HAH_RS04910	NC_015948.1	958747	959460	+	714	2039	3276	1052	518	609	514	633	1971	1046	880	746	594	720	1672	904	1484	2245
HAH_RS04915	NC_015948.1	959492	959872	-	381	3001	3951	1987	1833	1843	1714	2148	2809	3607	2869	2137	1937	2807	2540	3087	2756	3606
HAH_RS04920	NC_015948.1	959975	961084	+	1110	2630	3684	1779	3503	3514	3420	4410	5755	4126	3909	3069	2327	3626	3929	4628	3872	3017
HAH_RS04925	NC_015948.1	961132	962313	+	1182	2003	2363	1699	1481	1393	1336	1543	3058	2608	2367	1995	1497	2353	2061	2613	2316	2281
HAH_RS04930	NC_015948.1	962350	963276	-	927	613	790	444	328	326	333	361	1177	985	901	596	640	859	839	842	954	719
HAH_RS04935	NC_015948.1	963354	964625	+	1272	2793	3186	2305	2005	1818	1743	2166	4176	4076	3691	2329	2267	3570	3079	3050	3418	3285
HAH_RS04940	NC_015948.1	964726	965100	+	375	2700	3381	1841	1725	1676	1362	1889	2749	2346	2239	1483	1580	2097	1878	2349	2184	2955
HAH_RS04945	NC_015948.1	965101	965301	-	201	312	469	205	163	176	165	211	357	143	139	133	96	109	150	170	175	376
HAH_RS04950	NC_015948.1	965349	966008	-	660	333	356	258	288	207	262	356	663	401	378	206	238	372	459	414	464	309
HAH_RS04955	NC_015948.1	966005	966625	-	621	457	504	417	398	337	377	405	908	605	600	395	378	517	582	682	744	441
HAH_RS04960	NC_015948.1	966686	967600	-	915	5283	6568	4689	3596	3082	2917	3721	4055	5392	5120	3042	3433	5190	5077	4525	5883	5820
HAH_RS04965	NC_015948.1	967667	968200	-	534	360	427	308	141	127	122	157	427	170	188	285	95	133	186	268	213	357
HAH_RS04970	NC_015948.1	968225	968557	-	333	706	834	464	665	671	648	825	485	160	156	300	93	129	160	221	185	549
HAH_RS04975	NC_015948.1	968682	968921	-	240	326	253	204	212	182	109	204	356	224	196	129	217	202	150	178	248	293
HAH_RS04980	NC_015948.1	968994	970352	+	1359	1427	1626	1079	517	472	474	521	2863	1226	1308	828	892	1446	1281	1177	1195	1529
HAH_RS04985	NC_015948.1	970385	970831	+	447	813	1025	629	586	643	548	690	1343	869	828	550	592	713	867	764	818	890
HAH_RS04990	NC_015948.1	970801	971850	-	1050	1183	1490	1075	674	615	662	814	2421	1432	1556	1108	1090	1675	1570	1995	1892	1419
HAH_RS04995	NC_015948.1	972009	972743	+	735	117	197	110	102	132	95	134	341	157	146	106	105	143	173	168	184	132
HAH_RS05000	NC_015948.1	972869	973063	+	195	1179	1722	1148	1537	1548	1019	1477	889	2861	1888	2029	1104	2038	1753	2317	2037	1450
HAH_RS05005	NC_015948.1	973077	973298	-	222	144	128	101	78	72	78	89	221	200	181	143	134	167	142	209	171	126
HAH_RS05010	NC_015948.1	973473	974324	-	852	1916	2458	1857	3266	3009	3393	3964	3859	3825	3349	2315	2376	3589	3321	3671	3414	2150
HAH_RS05015	NC_015948.1	974415	974846	+	432	558	685	424	240	249	169	258	1034	496	463	435	372	515	417	521	497	632
HAH_RS05020	NC_015948.1	974869	975963	-	1095	555	633	540	671	530	567	643	661	484	493	339	304	475	443	494	492	630
HAH_RS05025	NC_015948.1	976087	976566	+	480	2769	3071	2617	1022	899	692	1081	3397	1815	1568	1304	1107	1472	1309	1566	1536	2984
HAH_RS05030	NC_015948.1	976606	977784	+	1179	1719	2233	1539	832	739	714	872	5678	2020	2186	1816	1441	2156	2012	2486	2206	1779
HAH_RS05035	NC_015948.1	977781	978746	+	966	10215	13450	8090	4962	4356	3930	4934	17638	9548	10094	9067	5877	9620	8019	8172	9451	11938
HAH_RS05040	NC_015948.1	978850	979281	+	432	629	678	518	199	217	156	197	962	677	827	927	527	788	519	865	730	621
HAH_RS05045	NC_015948.1	979319	980404	-	1086	692	783	551	440	398	354	388	1681	927	1003	678	633	832	809	1053	863	722
HAH_RS05050	NC_015948.1	980550	980813	+	264	267	275	270	133	141	121	154	312	206	229	153	191	225	154	256	223	314
HAH_RS05055	NC_015948.1	980959	983544	+	2586	5782	7479	11182	5840	4881	5183	5463	16842	9877	10063	6256	6521	12231	10219	13048	9593	6258
HAH_RS05060	NC_015948.1	983595	984314	+	720	10434	13965	8024	7316	7412	6904	8664	7367	8646	6270	4897	4607	6155	7228	5995	7133	13634
HAH_RS05065	NC_015948.1	984311	985660	-	1350	6250	10008	4941	2971	2891	3141	3565	7719	5310	5063	3777	2838	4643	4899	4821	4838	6538
HAH_RS05070	NC_015948.1	985987	986229	+	243	232	243	214	191	186	147	206	234	236	221	158	125	217	172	227	181	253
HAH_RS05075	NC_015948.1	986406	988133	-	1728	19926	24882	18202	19338	19279	17706	18444	15377	32016	27193	22384	16638	24301	25476	26935	26603	23692
HAH_RS05080	NC_015948.1	988254	989219	+	966	743	1208	652	658	556	579	621	1978	1549	1694	1393	1024	1671	1250	1610	1414	936
HAH_RS05085	NC_015948.1	989318	990421	+	1104	618	1008	532	478	427	384	564	1640	993	1000	964	571	963	817	1030	790	746
HAH_RS05090	NC_015948.1	990428	991429	-	1002	1200	1476	969	2232	2114	1978	2724	1808	2029	1905	1215	1139	1925	1957	1760	2203	1324
HAH_RS05095	NC_015948.1	991536	991787	-	252	659	881	604	823	835	668	973	658	539	429	457	279	410	376	490	483	679
HAH_RS05100	NC_015948.1	991879	993246	-	1368	1416	1814	983	544	493	506	612	1793	1489	1355	1098	967	1520	1420	1373	1497	1591
HAH_RS05105	NC_015948.1	993427	993699	+	273	417	641	288	327	362	311	381	1478	896	728	560	509	663	695	915	718	493
HAH_RS05110	NC_015948.1	993777	994604	-	828	397	491	300	372	333	372	399	508	467	429	367	283	392	383	432	439	401
HAH_RS05115	NC_015948.1	994870	995688	+	819	1390	3689	629	295	427	385	420	3086	2157	1709	1726	983	1229	4474	2652	4722	1412
HAH_RS05120	NC_015948.1	995685	996008	-	324	933	958	674	324	310	270	346	1736	1300	1225	805	908	1131	921	1205	1108	1005
HAH_RS05125	NC_015948.1	996041	996676	-	636	307	436	365	351	294	320	335	586	389	407	360	243	410	321	412	360	392
HAH_RS05130	NC_015948.1	996669	997541	-	873	662	820	608	809	731	635	802	1106	840	802	691	478	745	571	882	669	716
HAH_RS05135	NC_015948.1	997675	998511	-	837	1599	2243	1320	1465	1509	1336	1720	2876	1720	1759	1298	1139	1631	1496	1736	1689	1632
HAH_RS05140	NC_015948.1	998593	999474	-	882	440	546	368	393	331	323	410	527	403	400	298	293	375	409	471	526	403
HAH_RS05145	NC_015948.1	999467	1000351	-	885	582	790	500	634	614	473	638	624	516	541	392	419	508	648	653	660	700
HAH_RS05150	NC_015948.1	1000355	1001842	-	1488	1602	2163	1521	2075	1832	1981	2465	1991	1386	1321	911	874	1232	1506	1723	1581	1784
HAH_RS05155	NC_015948.1	1001977	1003152	+	1176	2971	3759	2048	2723	2631	2541	3008	4425	3571	3198	1954	2439	3074	3303	3355	3606	3397
HAH_RS19885	NC_015948.1	1003443	1003607	+	165	171	102	240	163	147	142	141	122	53	53	42	29	52	47	67	87	142
HAH_RS05160	NC_015948.1	1003652	1003861	+	210	487	537	418	237	296	263	294	714	588	599	457	481	509	430	624	537	549
HAH_RS05165	NC_015948.1	1003881	1004291	-	411	874	1076	759	649	626	532	689	1093	716	664	583	443	658	666	747	639	969
